Gene_ID	source_id	Product_Description	Genomic_Length
LAMA_000731400	LAMA_000731400.1	CS domain containing protein, putative	630
LAMA_000731500	LAMA_000731500.1	emp24/gp25L/p24 family/GOLD, putative	1059
LAMA_000731600	LAMA_000731600.1	Intraflagellar transport 81 calponin homology domain containing protein, putative	2160
LAMA_000731700	LAMA_000731700.1	hypothetical protein, conserved	4011
LAMA_000731800	LAMA_000731800.1	hypothetical protein, conserved	1152
LAMA_000731900	LAMA_000731900.1	Regulatory subunit of type II PKA R-subunit, putative	321
LAMA_000732000	LAMA_000732000.1	Pyridine nucleotide-disulphide oxidoreductase, putative	2385
LAMA_000732100	LAMA_000732100.1	Calpain family cysteine protease, putative	4662
LAMA_000732200	LAMA_000732200.1	Trafficking protein Mon1, putative	2043
LAMA_000732300	LAMA_000732300.1	WD domain, G-beta repeat, putative	2283
LAMA_000732400	LAMA_000732400.1	tRNA pseudouridine synthase, putative	2103
LAMA_000732500	LAMA_000732500.1	hypothetical protein, conserved	1077
LAMA_000732600	LAMA_000732600.1	Deoxyhypusine synthase, putative	1806
LAMA_000732700	LAMA_000732700.1	AAA domain dynein-related subfamily/ATPase family associated with various cellular activities AAA, putative	2442
LAMA_000732800	LAMA_000732800.1	Domain found in IF2B/IF5, putative	1137
LAMA_000732900	LAMA_000732900.1	RNA polymerase Rpb1, domain 1/RNA polymerase Rpb1, domain 2/RNA polymerase Rpb1, domain 3/RNA polymerase Rpb1, domain 4/RNA polymerase Rpb1, domain 5, putative	4770
LAMA_000733000	LAMA_000733000.1	Conserved oligomeric complex COG6, putative	3423
LAMA_000733100	LAMA_000733100.1	hypothetical protein, conserved	1701
LAMA_000733200:pseudogene	LAMA_000733200.1	hypothetical protein, conserved	615
LAMA_000733300	LAMA_000733300.1	hypothetical protein, conserved	480
LAMA_000733400	LAMA_000733400.1	hypothetical protein, conserved	1263
LAMA_000733500	LAMA_000733500.1	hypothetical protein, conserved	1254
LAMA_000733600	LAMA_000733600.1	hypothetical protein, conserved	810
LAMA_000733700	LAMA_000733700.1	hypothetical protein, conserved	2548
LAMA_000733800	LAMA_000733800.1	hypothetical protein, conserved	1291
LAMA_000733900	LAMA_000733900.1	WD domain, G-beta repeat, putative	2151
LAMA_000734000	LAMA_000734000.1	Ion transport protein, putative	7644
LAMA_000734100	LAMA_000734100.1	Importin-beta N-terminal domain containing protein, putative	2613
LAMA_000734200	LAMA_000734200.1	hypothetical protein, conserved	774
LAMA_000734300	LAMA_000734300.1	Amastin surface glycoprotein, putative	597
LAMA_000734400	LAMA_000734400.1	hypothetical protein, conserved	2700
LAMA_000734500	LAMA_000734500.1	hypothetical protein, conserved	5082
LAMA_000734600	LAMA_000734600.1	hypothetical protein, conserved	1476
LAMA_000734700	LAMA_000734700.1	Soluble NSF attachment protein, SNAP, putative	1170
LAMA_000734800	LAMA_000734800.1	hypothetical protein, conserved	1875
LAMA_000734900	LAMA_000734900.1	hypothetical protein, conserved	5637
LAMA_000735000	LAMA_000735000.1	Elongation factor Tu GTP binding domain/Elongation factor G C-terminus/GTP-binding protein LepA C-terminus, putative	2490
LAMA_000735100	LAMA_000735100.1	hypothetical protein, conserved	369
LAMA_000735200	LAMA_000735200.1	hypothetical protein, conserved	3768
LAMA_000735300	LAMA_000735300.1	hypothetical protein, conserved	2487
LAMA_000735400	LAMA_000735400.1	Nitronate monooxygenase/Thiazole biosynthesis protein ThiG/FMN-dependent dehydrogenase/Dihydroorotate dehydrogenase, putative	954
LAMA_000735500	LAMA_000735500.1	hypothetical protein, conserved	7188
LAMA_000735600	LAMA_000735600.1	hypothetical protein, conserved	2361
LAMA_000735700	LAMA_000735700.1	hypothetical protein, conserved	1761
LAMA_000735800	LAMA_000735800.1	JAB1/Mov34/MPN/PAD-1 ubiquitin protease/Prokaryotic homologs of the JAB domain containing protein, putative	930
LAMA_000735900	LAMA_000735900.1	hypothetical protein, conserved	3213
LAMA_000736000	LAMA_000736000.1	ABC transporter transmembrane region/ABC transporter, putative	6273
LAMA_000736100	LAMA_000736100.1	Uncharacterized conserved protein DUF2039, putative	630
LAMA_000736200	LAMA_000736200.1	Predicted membrane protein, putative	483
LAMA_000736300	LAMA_000736300.1	hypothetical protein, conserved	2310
LAMA_000736400	LAMA_000736400.1	hypothetical protein, conserved	1461
LAMA_000736500	LAMA_000736500.1	Stage II sporulation protein E SpoIIE, putative	633
LAMA_000736600	LAMA_000736600.1	CBF/Mak21 family, putative	1407
LAMA_000736700	LAMA_000736700.1	hypothetical protein, conserved	1389
LAMA_000736800	LAMA_000736800.1	hypothetical protein, conserved	1413
LAMA_000736900	LAMA_000736900.1	hypothetical protein, conserved	639
LAMA_000737000	LAMA_000737000.1	Transcription factor Pcc1, putative	378
LAMA_000737100	LAMA_000737100.1	EF-1 guanine nucleotide exchange domain containing protein, putative	570
LAMA_000737200	LAMA_000737200.1	hypothetical protein, conserved	234
LAMA_000737300	LAMA_000737300.1	Calcineurin-like phosphoesterase, putative	891
LAMA_000737400:pseudogene	LAMA_000737400.1	hypothetical protein	495
LAMA_000737500	LAMA_000737500.1	hypothetical protein, conserved	1704
LAMA_000737600	LAMA_000737600.1	hypothetical protein, conserved	2796
LAMA_000737700	LAMA_000737700.1	RNA polymerase Rpb6, putative	480
LAMA_000737800	LAMA_000737800.1	Ubiquitin-conjugating enzyme, putative	879
LAMA_000737900:pseudogene	LAMA_000737900.1	hypothetical protein, conserved	504
LAMA_000738000	LAMA_000738000.1	hypothetical protein, conserved	2058
LAMA_000738100	LAMA_000738100.1	hypothetical protein, conserved	324
LAMA_000738200	LAMA_000738200.1	Protein kinase domain/Protein tyrosine kinase, putative	3003
LAMA_000738300	LAMA_000738300.1	hypothetical protein, conserved	2703
LAMA_000738400	LAMA_000738400.1	Amastin surface glycoprotein, putative	612
LAMA_000738500	LAMA_000738500.1	Amastin surface glycoprotein, putative	582
LAMA_000738600	LAMA_000738600.1	ABC transporter transmembrane region/ABC transporter, putative	4026
LAMA_000738700	LAMA_000738700.1	Myosin head motor domain, putative	4098
LAMA_000738800	LAMA_000738800.1	hypothetical protein, conserved	1767
LAMA_000738900	LAMA_000738900.1	N2227-like protein, putative	1413
LAMA_000739000	LAMA_000739000.1	EF-hand domain pair, putative	765
LAMA_000739100	LAMA_000739100.1	Uracil phosphoribosyltransferase, putative	729
LAMA_000739200	LAMA_000739200.1	SET domain containing protein, putative	2103
LAMA_000739300	LAMA_000739300.1	ATPase family associated with various cellular activities AAA/AAA+ lid domain/Peptidase family M41, putative	1872
LAMA_000739400	LAMA_000739400:tRNA	unspecified product	75
LAMA_000739500	LAMA_000739500:tRNA	unspecified product	75
LAMA_000739600	LAMA_000739600:tRNA	unspecified product	75
LAMA_000739700	LAMA_000739700:tRNA	unspecified product	80
LAMA_000739800	LAMA_000739800:tRNA	unspecified product	81
LAMA_000739900	LAMA_000739900.1	Lipase class 3, putative	3078
LAMA_000740000	LAMA_000740000.1	Acyltransferase, putative	4281
LAMA_000740100	LAMA_000740100.1	hypothetical protein, conserved	1164
LAMA_000740200	LAMA_000740200.1	Shwachman-Bodian-Diamond syndrome SBDS protein/SBDS protein C-terminal domain containing protein, putative	1611
LAMA_000740300	LAMA_000740300.1	CH-like domain in sperm protein/CAMSAP CH domain containing protein, putative	798
LAMA_000740400	LAMA_000740400.1	hypothetical protein, conserved	7110
LAMA_000740500	LAMA_000740500.1	Dihydrouridine synthase Dus, putative	1482
LAMA_000740600	LAMA_000740600.1	hypothetical protein, conserved	1140
LAMA_000740700	LAMA_000740700.1	Uncharacterised ACR, YggU family COG1872, putative	615
LAMA_000740800	LAMA_000740800.1	hypothetical protein, conserved	1353
LAMA_000740900	LAMA_000740900.1	hypothetical protein	534
LAMA_000741000	LAMA_000741000.1	hypothetical protein, conserved	2001
LAMA_000741100	LAMA_000741100.1	hypothetical protein, conserved	786
LAMA_000741200	LAMA_000741200.1	hypothetical protein, conserved	1971
LAMA_000741300	LAMA_000741300.1	DEAD/DEAH box helicase/Helicase conserved C-terminal domain/Helicase associated domain HA2, putative	4539
LAMA_000741400	LAMA_000741400.1	hypothetical protein, conserved	378
LAMA_000741500	LAMA_000741500.1	hypothetical protein, conserved	1704
LAMA_000741600	LAMA_000741600.1	hypothetical protein, conserved	2292
LAMA_000741700	LAMA_000741700.1	hypothetical protein, conserved	2820
LAMA_000741800	LAMA_000741800.1	hypothetical protein, conserved	2352
LAMA_000741900	LAMA_000741900.1	BCS1 N terminal/ATPase family associated with various cellular activities AAA, putative	1221
LAMA_000742000	LAMA_000742000.1	hypothetical protein, conserved	3978
LAMA_000742100	LAMA_000742100.1	hypothetical protein, conserved	1728
LAMA_000742200	LAMA_000742200.1	hypothetical protein, conserved	7848
LAMA_000742300	LAMA_000742300.1	hypothetical protein, conserved	975
LAMA_000742400	LAMA_000742400.1	hypothetical protein, conserved	3918
LAMA_000742500	LAMA_000742500.1	N-terminal region of Chorein or VPS13/Vacuolar sorting-associated protein 13, N-terminal/SHR-binding domain of vacuolar-sorting associated protein 13, putative	14394
LAMA_000742600	LAMA_000742600.1	hypothetical protein	662
LAMA_000742700	LAMA_000742700.1	hypothetical protein, conserved	2634
LAMA_000742800	LAMA_000742800.1	R3H-associated N-terminal domain containing protein, putative	1569
LAMA_000742900	LAMA_000742900.1	hypothetical protein, conserved	2118
LAMA_000743000	LAMA_000743000.1	EAP30/Vps36 family, putative	1185
LAMA_000743100	LAMA_000743100.1	hypothetical protein, conserved	3000
LAMA_000743200	LAMA_000743200.1	hypothetical protein, conserved	1059
LAMA_000743300	LAMA_000743300.1	hypothetical protein	501
LAMA_000743400	LAMA_000743400.1	Protein of unknown function DUF3808, putative	2412
LAMA_000743500	LAMA_000743500.1	hypothetical protein, conserved	1527
LAMA_000743600	LAMA_000743600.1	Microtubule binding/Kinesin motor domain containing protein, putative	3261
LAMA_000743700	LAMA_000743700.1	hypothetical protein, conserved	2328
LAMA_000743800	LAMA_000743800.1	Ubiquitin-conjugating enzyme, putative	501
LAMA_000743900	LAMA_000743900.1	hypothetical protein, conserved	495
LAMA_000744000	LAMA_000744000.1	Regulator of chromosome condensation RCC1 repeat, putative	1084
LAMA_000744100	LAMA_000744100.1	hypothetical protein, conserved	3972
LAMA_000744200	LAMA_000744200.1	Protein tyrosine kinase/Protein kinase domain containing protein, putative	1158
LAMA_000744300	LAMA_000744300.1	hypothetical protein, conserved	2511
LAMA_000744400	LAMA_000744400.1	PLD-like domain containing protein, putative	2259
LAMA_000744500	LAMA_000744500.1	hypothetical protein, conserved	921
LAMA_000744600	LAMA_000744600.1	Ubiquitin-2 like Rad60 SUMO-like/Ubiquitin family, putative	243
LAMA_000744700	LAMA_000744700.1	hypothetical protein, conserved	471
LAMA_000744800	LAMA_000744800.1	Sir2 family, putative	732
LAMA_000744900:pseudogene	LAMA_000744900.1	hypothetical protein, conserved	833
LAMA_000745000	LAMA_000745000.1	Protein-tyrosine phosphatase/Dual specificity phosphatase, catalytic domain/C2 domain of PTEN tumour-suppressor protein, putative	1731
LAMA_000745100	LAMA_000745100.1	Protein kinase domain/Protein tyrosine kinase, putative	4410
LAMA_000745200	LAMA_000745200.1	hypothetical protein, conserved	1476
LAMA_000745300	LAMA_000745300.1	8-oxoguanine DNA glycosylase, N-terminal domain/HhH-GPD superfamily base excision DNA repair protein, putative	1698
LAMA_000745400	LAMA_000745400.1	hypothetical protein, conserved	4635
LAMA_000745500	LAMA_000745500.1	Protein tyrosine kinase/Protein kinase domain/Leucine rich repeat/Dual specificity phosphatase, catalytic domain containing protein, putative	4149
LAMA_000745600	LAMA_000745600.1	Thioredoxin/Thioredoxin-like domain containing protein, putative	1302
LAMA_000745700	LAMA_000745700.1	hypothetical protein, conserved	1908
LAMA_000745800	LAMA_000745800.1	Endonuclease/Exonuclease/phosphatase family, putative	2121
LAMA_000745900	LAMA_000745900.1	hypothetical protein, conserved	474
LAMA_000746000	LAMA_000746000.1	Glycosyl hydrolase family 65 central catalytic domain/Glycosyl hydrolase family 65, C-terminal domain containing protein, putative	3549
LAMA_000746100	LAMA_000746100.1	Galactose oxidase, central domain/Kelch motif containing protein, putative	5793
LAMA_000746200	LAMA_000746200.1	AAA domain/DEAD/DEAH box helicase/Helicase conserved C-terminal domain/Helicase associated domain HA2/Oligonucleotide/oligosaccharide-binding OB-fold, putative	2307
LAMA_000746300	LAMA_000746300.1	N-terminal EH-domain containing protein/Dynamin family/50S ribosome-binding GTPase/Domain of unknown function DUF5600, putative	1620
LAMA_000746400	LAMA_000746400.1	hypothetical protein, conserved	2241
LAMA_000746500	LAMA_000746500.1	Cofilin/tropomyosin-type actin-binding protein, putative	996
LAMA_000746600	LAMA_000746600.1	hypothetical protein, conserved	1848
LAMA_000746700	LAMA_000746700.1	hypothetical protein, conserved	252
LAMA_000746800	LAMA_000746800.1	hypothetical protein, conserved	399
LAMA_000746900	LAMA_000746900.1	Clathrin adaptor complex small chain, putative	432
LAMA_000747000	LAMA_000747000.1	Glutaminyl-tRNA synthetase, non-specific RNA binding region part 1/OB-fold nucleic acid binding domain/tRNA synthetases class II D, K and N, putative	2655
LAMA_000747100	LAMA_000747100.1	hypothetical protein, conserved	621
LAMA_000747200	LAMA_000747200.1	Uncharacterized conserved protein H4 DUF2046, putative	1299
LAMA_000747300	LAMA_000747300.1	Histone-like transcription factor CBF/NF-Y and archaeal histone, putative	1098
LAMA_000747400	LAMA_000747400.1	Amino-transferase class IV, putative	1272
LAMA_000747500	LAMA_000747500.1	Glycosyl transferases group 1, putative	1653
LAMA_000747600	LAMA_000747600.1	Tetratricopeptide repeat/DnaJ domain containing protein, putative	2427
LAMA_000747700	LAMA_000747700.1	hypothetical protein, conserved	567
LAMA_000747800	LAMA_000747800.1	Guanine nucleotide exchange factor in Golgi transport N-terminal/Sec7 domain containing protein, putative	5622
LAMA_000747900	LAMA_000747900.1	hypothetical protein, conserved	1131
LAMA_000748000	LAMA_000748000.1	hypothetical protein, conserved	417
LAMA_000748100	LAMA_000748100.1	Ribosomal protein L35Ae, putative	435
LAMA_000748200	LAMA_000748200.1	Elongation factor Tu GTP binding domain containing protein, putative	2631
LAMA_000748300	LAMA_000748300.1	hypothetical protein, conserved	1170
LAMA_000748400	LAMA_000748400.1	hypothetical protein, conserved	3222
LAMA_000748500	LAMA_000748500.1	hypothetical protein, conserved	1080
LAMA_000748600	LAMA_000748600.1	hypothetical protein, conserved	1611
LAMA_000748700	LAMA_000748700.1	Protein phosphatase 2C, putative	1176
LAMA_000748800	LAMA_000748800.1	Protein phosphatase 2C, putative	834
LAMA_000748900:pseudogene	LAMA_000748900.1	hypothetical protein, conserved	659
LAMA_000749000	LAMA_000749000.1	Guanine nucleotide exchange factor in Golgi transport N-terminal/Sec7 domain/Domain of unknown function DUF1981, putative	7287
LAMA_000749100	LAMA_000749100.1	hypothetical protein, conserved	2019
LAMA_000749200	LAMA_000749200.1	hypothetical protein, conserved	2613
LAMA_000749300	LAMA_000749300.1	hypothetical protein, conserved	1854
LAMA_000749400	LAMA_000749400.1	hypothetical protein, conserved	2295
LAMA_000749500	LAMA_000749500.1	hypothetical protein, conserved	1674
LAMA_000749600	LAMA_000749600.1	Alba, putative	618
LAMA_000749700	LAMA_000749700.1	Adaptor complexes medium subunit family, putative	1407
LAMA_000749800	LAMA_000749800.1	Acyl CoA binding protein, putative	270
LAMA_000749900	LAMA_000749900.1	TIP49 P-loop domain/DnaB-like helicase C terminal domain/ATPase family associated with various cellular activities AAA/TIP49 AAA-lid domain containing protein, putative	1452
LAMA_000750000	LAMA_000750000.1	Suv3 C-terminal domain 1/Mitochondrial degradasome RNA helicase subunit C terminal, putative	2064
LAMA_000750100	LAMA_000750100.1	Phospholipid-translocating ATPase N-terminal/Cation transport ATPase P-type/Phospholipid-translocating P-type ATPase C-terminal, putative	4452
LAMA_000750200:pseudogene	LAMA_000750200.1	hypothetical protein, conserved	4342
LAMA_000750300	LAMA_000750300.1	Cyclin M transmembrane N-terminal domain containing protein, putative	1827
LAMA_000750400	LAMA_000750400.1	Vps52 / Sac2 family, putative	2733
LAMA_000750500	LAMA_000750500.1	Flavodoxin/FAD binding domain/Oxidoreductase NAD-binding domain containing protein, putative	1875
LAMA_000750600	LAMA_000750600.1	WD domain, G-beta repeat, putative	1623
LAMA_000750700	LAMA_000750700.1	hypothetical protein, conserved	1722
LAMA_000750800	LAMA_000750800.1	RNA recognition motif. a.k.a. RRM, RBD, or RNP domain, putative	768
LAMA_000750900	LAMA_000750900.1	hypothetical protein, conserved	1353
LAMA_000751000:pseudogene	LAMA_000751000.1	Major Facilitator Superfamily, putative	2065
LAMA_000751100	LAMA_000751100.1	hypothetical protein, conserved	2202
LAMA_000751200	LAMA_000751200.1	hypothetical protein, conserved	555
LAMA_000751300	LAMA_000751300.1	Methyltransferase involved in Williams-Beuren syndrome, putative	1284
LAMA_000751400	LAMA_000751400.1	hypothetical protein, conserved	903
LAMA_000751500	LAMA_000751500.1	hypothetical protein, conserved	1032
LAMA_000751600	LAMA_000751600.1	Calcineurin-like phosphoesterase, putative	1890
LAMA_000751700	LAMA_000751700.1	RNA-binding signal recognition particle 68, putative	1803
